Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Labels
Commissariat de Police Nationale,Des Guignols...pas tous heureusement..mais une incompétence pareil du jamais vu...,"6 Rue Léon Rouveyrol, 07200 Aubenas",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Saint-Priest,"Appelé pour de l’aide suite à une voiture ayant bloqué ma voiture sur un parking, étant enceinte et ayant un petit en bas âge dans ma voiture aucune solution n’a été trouvé juste un « il faudra rappeler dans 15 min » (alors que j’avais précisé que ça faisait déjà 15min que j’attendais le propriétaire inconnu du véhicule me bloquant).
Donc la solution c’est d’attendre au moins 30 min en pleine canicule que le propriétaire daigne bien me dégager la route !!
Heureusement j’ai pu faire appel à la solidarité des gens qui eux ont bien vu ma détresse car je peux vous dire que 15 minutes (donc plus de 30min au total) après le propriétaire n’était toujours pas là et j’avais bien précisé à ce commissariat que j’étais à 5 minutes d’eux !!!","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 9 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Saint-Priest,On ce demande à quoi servent-ils a part mettre des amendes pour renflouer les caisses de l'état.  Que des incompétent malheureusement.,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 2 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Saint-Priest,"J crois qu'ils devaient me confondre avec une star locale ou je sais pas quoi, parce que les gérants me posaient tous plein de questions ultra précises en mode interview. Et après ça m'a carrément pris mes empruntes en mode ça va bien …","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 7 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Saint-Priest,"Ayant fait une garde à vue dans cet établissement, je déconseille fortement : serrent les menottes beaucoup trop forts jusqu’à fragiliser ma main; leurs collègues crs m’ont mit des coups de matraques qui m’ont laissés des marques sur la …","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 11 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Saint-Priest,"J’ai toujours été très bien reçu même si je suis pas allé souvent
Jean garde toujours de bons souvenirs de l’amabilité","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 9 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Saint-Priest,Je ne pouvais pas mettre zéro. Dommage. Traitement dédaigneux de la part d'une policière hautaine et antipathique. Changez de boulot si vous ne vous sentez pas d'aider les gens.,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 10 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Saint-Priest,"Merci pour tout ce que vous faites au quotidien, cœur sur vous 💜 …","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 5 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Saint-Priest,Merci d’essayer de tenir le quartier aussi calme que possible ! C’est agréable,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Saint-Priest,"Peu a l'écoute, aucune confidentialité et refuse les dépôts de plaintes qu'il juge non adaptés...
Malheureusement ils oublient vite que ce sont des personnes avec qui ils parlent...","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Saint-Priest,Refus de prendre ma plainte et celle d'une autre dame je ne comprends pas.,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Saint-Priest,"Fonctionnaires très compétent, merci beaucoup","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Saint-Priest,2 police se matin me,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Neutre
Commissariat de Police de Saint-Priest,Ras,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Saint-Priest,Merci beaucoup pour la grande hospitalité et les gadgets salutations à vous amis l'année prochaine je vous rendrai visite à …,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de police de Lyon - Secteur la Part-Dieu (Lyon 3ème arrondissement),"Refus des policiers de venir faire un constat pour nuisance sonore. La cause? C'est durant la journée.

Ils ont même essayé de me manipuler en me disant que je devais m'y habituer.

Je comprends le manque d'empathie à leur égard soudainement.","Centre cial, Centre Commercial, 17 Rue Dr Bouchut, 69003 Lyon",il y a 5 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de police de Lyon - Secteur la Part-Dieu (Lyon 3ème arrondissement),"Je commente des mois après mon expérience car je viens d'en reparler sur un groupe.
Pour le vol de mon téléphone, les policiers ont été très empathiques et à …","Centre cial, Centre Commercial, 17 Rue Dr Bouchut, 69003 Lyon",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de police de Lyon - Secteur la Part-Dieu (Lyon 3ème arrondissement),Ils sont tous très gentil et à l’écoute meilleur commissariat et meilleurs policiers .,"Centre cial, Centre Commercial, 17 Rue Dr Bouchut, 69003 Lyon",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de police de Lyon - Secteur la Part-Dieu (Lyon 3ème arrondissement),les policiers sont vraiment gentils et bienveillants,"Centre cial, Centre Commercial, 17 Rue Dr Bouchut, 69003 Lyon",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de police de Lyon - Secteur la Part-Dieu (Lyon 3ème arrondissement),Ils m’on hagar,"Centre cial, Centre Commercial, 17 Rue Dr Bouchut, 69003 Lyon",il y a 6 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police d'Écully,"Accueil inadmissible, personnel très violent, refuse de prendre une plainte d'ordre juridique, ne respectant pas l’article 15-3, alinéa 1er, du Code de procédure pénale. Très violent et méchant à notre égard quand nous souhaitons déposer plainte, nous a bien fait comprendre qu'il ne voulait pas la prendre. C'est un manque de professionnalisme énorme je ne recommande pas DU TOUT se commissariat !","2 Chem. du Chancelier, 69130 Écully",il y a 4 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police d'Écully,"Bonjour messieurs
Je voudrais que vous veniez voir le bruit qui se passe aux 74 rue de la sauvegarde 69130ecully j'ai une voisine qui fait du bruit du matin jusqu'aux soir et …","2 Chem. du Chancelier, 69130 Écully",il y a 6 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police d'Écully,Je suis venu dans ce commissariat pour finaliser une plainte pré-déposée par Internet et j'ai été reçu par un gardien de la paix très sympathique dont je ne veux pas citer le nom pour ne pas lui poser de problème mais je pense qu'il se …,"2 Chem. du Chancelier, 69130 Écully",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police d'Écully,"Merci au Policier qui m’a reçu aujourd’hui pour ma procuration. Une procédure rapide avec un policier qui a de l’humour, super accueillant ! Merci","2 Chem. du Chancelier, 69130 Écully",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police d'Écully,"Venue pour valider une procuration, j'ai été très mal reçue et accueilli...j'ai failli repartir. Très mauvais accueil.","2 Chem. du Chancelier, 69130 Écully",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police d'Écully,"J’ai fait une pre plainte en ligne je n’ai pas pu honorer le rendez-vous j’appelle pour savoir si je peux prendre un autre rendez-vous, si possible, le monsieur me raccroches au nez il m’a carrément insulté, je suis outré que ce genre de personne exerce il s’est montrée très insultant à mon égard","2 Chem. du Chancelier, 69130 Écully",il y a 2 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police d'Écully,"Une police invisible qui reste bien au chaud dans leurs bureaux, il ne faut surtout pas les déranger","2 Chem. du Chancelier, 69130 Écully",il y a 2 semaines, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police d'Écully,Ne vous précipitez pas ! ! Le poste de police n'est pas ouvert 24 heures sur 24. Je suis vraiment san …,"2 Chem. du Chancelier, 69130 Écully",il y a 5 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Police,Je tiens à remercier l’ensemble des fonctionnaires de la Police Nationale car en tant que citoyen Français personne n’est à l’abris de commettre une erreur où d’en être victime donc connaissant Ma Police Française dans les très dure conditions dans lesquelles ils travaillent un grand Merci pour la Protection et Paix Civile dans notre modèle de société Merci de pas les oublier sur car ils font avec se qu’ils ont et ne sont pas des voyants avec une boule de Crystal Il Faut RESPECTEZ LA POLICE COMME TOUTES LES INSTITUTIONS PUBLIQUES QUI NOUS VIENNENT EN AIDE AVEC LEURS MOYENS EXTRÊMEMENT RECONNAISSANT ET FIERS DU MODEL DE SOCIÉTÉ À QUI J’APPARTINS MERCI À VOUS MERCI À MA FRANCE DE ME SOIGNER CAR JE CONNAÎT LA MALADIE ET SES TRÈS DÉSAGRÉABLE À DEVOIR GÉRÉ JE SUIS FIER DU MODEL AU QUEL J’APPARTIENS JE SUIS FIERS D’ÊTRE FRANÇAIS MERCI AUX INSTITUTIONS PUBLIQUES ET OÙ POUVOIR PUBLIQUES MERCI DE CE QUE VOUS FAITES POIR NOUS,"23 Rue des Liondards, 63000 Clermont-Ferrand",il y a 8 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Police,Je ne pensais pas que je donnerai des étoiles a la police mais quand il y a de bons policiers sympa faut savoir le dire. Merci pour votre gentillesse et votre accueil.,"23 Rue des Liondards, 63000 Clermont-Ferrand",il y a 8 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Police,Il est intolérable de ne pas pouvoir déposer une plainte dans un commissariat en France. On ne m’a pas permis de porter plainte pour vole parce que « j’ai pas plus de 5 minutes à consacrer » alors qu’il n’y avait personne.,"23 Rue des Liondards, 63000 Clermont-Ferrand",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Police,"Habituellement bien reçu pour les procurations mais pas ce matin.
Aucun bonjour et politesse oubliée à la maison!","23 Rue des Liondards, 63000 Clermont-Ferrand",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Police,"Accueil sympa, service optimal, très surpris de l'efficacité, de la réactivité
rien à redire","23 Rue des Liondards, 63000 Clermont-Ferrand",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Police,Horaires : 9h-13h 14h18h,"23 Rue des Liondards, 63000 Clermont-Ferrand",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Lyon 9ème arrondissement,"Je les ai appelé aujourd'hui pour un problème de nuisances diurnes et nocturnes depuis plus de 24h....

Contrairement à la nana du 17, ils ont été courtois au téléphone, ne m'ont pas raccroché au nez, et m'ont assuré qu'ils cherchaient une solution depuis la fin de matinée pour joindre quelqu'un des locaux dont la sienne hurle depuis samedi 14h (on est dimanche 18h40)....sans toutefois plus de succès que moi.

Merci au policier qui m'a répondu avec humanité, même s'il n'a pas encore pu trouver de solution....un hôtel aux frais de la société, ça aurait pu être une idée 😂","29 – 31 Rue Berjon, 69009 Lyon",il y a 2 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Lyon 9ème arrondissement,Tu appel en tant que victime car une voiture ta foncé dedans par un mec bourré au niveau des voitures garé sur la chaussée et la police laisse repartir le mec comme si de rien et se retourne contre vous à mon avis il doivent pas sortir d'Harvard. Au passage vous servez strictement à rien du tout,"29 – 31 Rue Berjon, 69009 Lyon",il y a 2 semaines, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Lyon 9ème arrondissement,"Ayant eu un vol de pc + agression, je tenais à remercier le GSP D’Oullins groupe 1 jour pour leur réactivité et leur professionnalisme car ils ont pu trouver les malfrats en un rien de temps et retrouver surtout TOUT MON MATÉRIEL !
Merci à vous et bon courage en ces temps bien compliqué","29 – 31 Rue Berjon, 69009 Lyon",il y a 2 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Lyon 9ème arrondissement,"Refuse de prendre mon dépôt de plainte  sans aucune justifications valables

( trop d’attente alors qu’ils sont ouverts 24/24h et que j’ai proposé d’attendre …","29 – 31 Rue Berjon, 69009 Lyon",il y a 3 semaines, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Lyon 9ème arrondissement,"0 étoile n'est pas possible mais la ça mérite même -5 étoiles
Ce commissariat est une honte, après avoir effectué une pré-plainte en septembre 2022 il m'a été impossible de terminer la procédure qui est simplement la …","29 – 31 Rue Berjon, 69009 Lyon",il y a 4 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Lyon 9ème arrondissement,"Pour tout ce qui est plainte quelque soit la nature passé votre chemin. Ils ne prennent le temps d'écouter ce que vous avez à dire, la dame et le monsieur se font passé pour les dieux du code pénal et civil. c'est vraiment écœurant.","29 – 31 Rue Berjon, 69009 Lyon",il y a 4 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Lyon 9ème arrondissement,"Y'a du soleil aujourd'hui donc je vous mets 5 étoiles !

Je suis au courant que vous ne faites pas la météo, ceci-dit. …","29 – 31 Rue Berjon, 69009 Lyon",il y a 2 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Lyon 9ème arrondissement,"La dame à l’accueil qui appelle les policiers « petit bonhomme » a été très gentille avec moi. J’ai toujours le sourire lorsque je suis invité. Seul défaut par contre, les petits gâteaux qu’ils distribuent au sous sol sont parfois trop mous.","29 – 31 Rue Berjon, 69009 Lyon",il y a 5 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Positif
Commissariat de Police de Lyon 9ème arrondissement,"Un commissariat avec aucune once d'humanité. A quoi ça sert de faire ce métier si vous ne voulez pas aider les gens ?
Vous me degoutez j'ai envi de vous insulter tellement vous ne servez à rien mais contrairement à vous j'ai un minimum de respect !","29 – 31 Rue Berjon, 69009 Lyon",il y a 4 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Lyon 9ème arrondissement,"Accueil normal, mais aucun réseau telephonique sur place , aucun wi fi. A peine mieux a l'exterieur.
Dommage lorsqu'on a besoin de bloquer des tel a distance ou appeler des gens.....","29 – 31 Rue Berjon, 69009 Lyon",il y a 5 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
Commissariat de Police de Lyon 9ème arrondissement,"J'appelle juste pour poser une simple question sur un éventuel vol d'argent. La personne au téléphone est une dame. Elle me raccroche au nez .. pourtant, ce n'était pas un canular. Je trouve que cette personne manque simplement d'humanisme …","29 – 31 Rue Berjon, 69009 Lyon",il y a 9 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,Négatif
