Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Processing,Labels,Topics
Commissariat de Police de Lyon 1er et 4ème arrondissements,Merci de ne pas être intervenu en bas de chez moi grâce à vous je n'ai pas dormi de la nuit,"19 Pl. Louis Pradel, 69001 Lyon",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['merci', 'être', 'intervenu', 'bas', 'chez', 'grâce', 'dormi', 'nuit']",Négatif,merci être intervenu bas
Commissariat de Police de Lyon 1er et 4ème arrondissements,J'espère que j'y serait bien reçu...,"19 Pl. Louis Pradel, 69001 Lyon",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['espère', 'reçu']",Négatif,espère reçu
Commissariat de Police de Lyon 1er et 4ème arrondissements,Temps d'attente trop long a mon gout. Je suis rentre un mardi et n'ai pu ressortir que le jeudi.,"19 Pl. Louis Pradel, 69001 Lyon",il y a 2 semaines, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['temps', 'attente', 'trop', 'long', 'gout', 'rentre', 'mardi', 'pu', 'ressortir', 'jeudi']",Négatif,temps attente trop long
Commissariat de Police de Lyon 1er et 4ème arrondissements,"Pour signaler le cas, il y a plusieurs po …","19 Pl. Louis Pradel, 69001 Lyon",il y a 2 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['signaler', 'cas', 'plusieurs', 'po']",Négatif,signaler cas plusieurs po
Commissariat de Police de Lyon 1er et 4ème arrondissements,"J'ai dû attendre 2 heures pour passer une annonce car peu de gens travaillaient. La policière m'a alors crié quand je n'ai pas compris quelque chose. Très peu professionnel... Mais la secrétaire était super gentille et compétente, donc plus qu'une étoile :)","19 Pl. Louis Pradel, 69001 Lyon",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['dû', 'attendre', 'heures', 'passer', 'annonce', 'car', 'peu', 'gens', 'travaillaient', 'policière', 'alors', 'crié', 'quand', 'compris', 'quelque', 'chose', 'très', 'peu', 'professionnel', 'secrétaire', 'super', 'gentille', 'compétente', 'donc', 'plus', 'étoile']",Négatif,peu dû attendre heures
Commissariat de Police Nationale,"Une catastrophe. Lors d'un accident la police nous redirige vers une route impraticable en caravane, impossible de faire demi tour. L'horreur !. On les appelle pour nous aider et voici leur réponse : ""je sais faites au mieux"". Du coup ce sont les habitants du coin qui aident avec la gendarmerie ! Je suis écœurée","6 Rue Léon Rouveyrol, 07200 Aubenas",il y a 9 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['catastrophe', 'lors', 'accident', 'police', 'redirige', 'vers', 'route', 'impraticable', 'caravane', 'impossible', 'faire', 'demi', 'tour', 'horreur', 'appelle', 'aider', 'voici', 'réponse', 'sais', 'faites', 'mieux', 'coup', 'habitants', 'coin', 'aident', 'gendarmerie', 'écœurée']",Négatif,catastrophe lors accident police
Commissariat de Police Nationale,"Parfaitement incompétents, parfaitement désagréables, qui perdent des dossiers et se permettent de petites remarques plus qu'inappropriées entre sarcasme et sexisme. Quand, en plus, c'est incapable de prendre un dépôt de plainte sans le …","6 Rue Léon Rouveyrol, 07200 Aubenas",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['parfaitement', 'incompétents', 'parfaitement', 'désagréables', 'perdent', 'dossiers', 'permettent', 'petites', 'remarques', 'plus', 'inappropriées', 'entre', 'sarcasme', 'sexisme', 'quand', 'plus', 'incapable', 'prendre', 'dépôt', 'plainte', 'sans']",Négatif,parfaitement plus incompétents désagréables
Commissariat de Police Nationale,Des Guignols...pas tous heureusement..mais une incompétence pareil du jamais vu...,"6 Rue Léon Rouveyrol, 07200 Aubenas",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['guignols', 'tous', 'heureusement', 'incompétence', 'pareil', 'jamais', 'vu']",Négatif,guignols tous heureusement incompétence
Commissariat de Police de Saint-Priest,"Appelé pour de l’aide suite à une voiture ayant bloqué ma voiture sur un parking, étant enceinte et ayant un petit en bas âge dans ma voiture aucune solution n’a été trouvé juste un « il faudra rappeler dans 15 min » (alors que j’avais précisé que ça faisait déjà 15min que j’attendais le propriétaire inconnu du véhicule me bloquant).
Donc la solution c’est d’attendre au moins 30 min en pleine canicule que le propriétaire daigne bien me dégager la route !!
Heureusement j’ai pu faire appel à la solidarité des gens qui eux ont bien vu ma détresse car je peux vous dire que 15 minutes (donc plus de 30min au total) après le propriétaire n’était toujours pas là et j’avais bien précisé à ce commissariat que j’étais à 5 minutes d’eux !!!","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 9 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['appelé', 'aide', 'suite', 'voiture', 'bloqué', 'voiture', 'parking', 'enceinte', 'petit', 'bas', 'âge', 'voiture', 'aucune', 'solution', 'trouvé', 'juste', 'faudra', 'rappeler', 'min', 'alors', 'précisé', 'ça', 'faisait', 'déjà', 'min', 'attendais', 'propriétaire', 'inconnu', 'véhicule', 'bloquant', 'donc', 'solution', 'attendre', 'moins', 'min', 'pleine', 'canicule', 'propriétaire', 'daigne', 'dégager', 'route', 'heureusement', 'pu', 'faire', 'appel', 'solidarité', 'gens', 'vu', 'détresse', 'car', 'peux', 'dire', 'minutes', 'donc', 'plus', 'min', 'total', 'après', 'propriétaire', 'toujours', 'là', 'précisé', 'commissariat', 'minutes']",Négatif,min voiture propriétaire solution
Commissariat de Police de Saint-Priest,On ce demande à quoi servent-ils a part mettre des amendes pour renflouer les caisses de l'état.  Que des incompétent malheureusement.,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 2 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['demande', 'quoi', 'servent', 'part', 'mettre', 'amendes', 'renflouer', 'caisses', 'état', 'incompétent', 'malheureusement']",Négatif,demande quoi servent part
Commissariat de Police de Saint-Priest,"J crois qu'ils devaient me confondre avec une star locale ou je sais pas quoi, parce que les gérants me posaient tous plein de questions ultra précises en mode interview. Et après ça m'a carrément pris mes empruntes en mode ça va bien …","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 7 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['crois', 'devaient', 'confondre', 'star', 'locale', 'sais', 'quoi', 'parce', 'gérants', 'posaient', 'tous', 'plein', 'questions', 'ultra', 'précises', 'mode', 'interview', 'après', 'ça', 'carrément', 'pris', 'empruntes', 'mode', 'ça', 'va']",Négatif,mode ça crois devaient
Commissariat de Police de Saint-Priest,"Ayant fait une garde à vue dans cet établissement, je déconseille fortement : serrent les menottes beaucoup trop forts jusqu’à fragiliser ma main; leurs collègues crs m’ont mit des coups de matraques qui m’ont laissés des marques sur la …","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 11 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['fait', 'garde', 'vue', 'cet', 'établissement', 'déconseille', 'fortement', 'serrent', 'menottes', 'beaucoup', 'trop', 'forts', 'jusqu', 'fragiliser', 'main', 'leurs', 'collègues', 'crs', 'mit', 'coups', 'matraques', 'laissés', 'marques']",Négatif,fait garde vue cet
Commissariat de Police de Saint-Priest,Je ne pouvais pas mettre zéro. Dommage. Traitement dédaigneux de la part d'une policière hautaine et antipathique. Changez de boulot si vous ne vous sentez pas d'aider les gens.,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 10 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['pouvais', 'mettre', 'zéro', 'dommage', 'traitement', 'dédaigneux', 'part', 'policière', 'hautaine', 'antipathique', 'changez', 'boulot', 'si', 'sentez', 'aider', 'gens']",Négatif,pouvais mettre zéro dommage
Commissariat de Police de Saint-Priest,"Peu a l'écoute, aucune confidentialité et refuse les dépôts de plaintes qu'il juge non adaptés...
Malheureusement ils oublient vite que ce sont des personnes avec qui ils parlent...","13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['peu', 'écoute', 'aucune', 'confidentialité', 'refuse', 'dépôts', 'plaintes', 'juge', 'non', 'adaptés', 'malheureusement', 'oublient', 'vite', 'personnes', 'parlent']",Négatif,peu écoute aucune confidentialité
Commissariat de Police de Saint-Priest,Refus de prendre ma plainte et celle d'une autre dame je ne comprends pas.,"13 Rue du Dr Gallavardin, 69800 Saint-Priest",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['refus', 'prendre', 'plainte', 'celle', 'autre', 'dame', 'comprends']",Négatif,refus prendre plainte celle
Commissariat de police de Lyon - Secteur la Part-Dieu (Lyon 3ème arrondissement),"Refus des policiers de venir faire un constat pour nuisance sonore. La cause? C'est durant la journée.

Ils ont même essayé de me manipuler en me disant que je devais m'y habituer.

Je comprends le manque d'empathie à leur égard soudainement.","Centre cial, Centre Commercial, 17 Rue Dr Bouchut, 69003 Lyon",il y a 5 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['refus', 'policiers', 'venir', 'faire', 'constat', 'nuisance', 'sonore', 'cause', 'durant', 'journée', 'essayé', 'manipuler', 'disant', 'devais', 'habituer', 'comprends', 'manque', 'empathie', 'égard', 'soudainement']",Négatif,refus policiers venir faire
Commissariat de police de Lyon - Secteur la Part-Dieu (Lyon 3ème arrondissement),Ils m’on hagar,"Centre cial, Centre Commercial, 17 Rue Dr Bouchut, 69003 Lyon",il y a 6 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,['hagar'],Négatif,hagar
Commissariat de Police d'Écully,"Accueil inadmissible, personnel très violent, refuse de prendre une plainte d'ordre juridique, ne respectant pas l’article 15-3, alinéa 1er, du Code de procédure pénale. Très violent et méchant à notre égard quand nous souhaitons déposer plainte, nous a bien fait comprendre qu'il ne voulait pas la prendre. C'est un manque de professionnalisme énorme je ne recommande pas DU TOUT se commissariat !","2 Chem. du Chancelier, 69130 Écully",il y a 4 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['accueil', 'inadmissible', 'personnel', 'très', 'violent', 'refuse', 'prendre', 'plainte', 'ordre', 'juridique', 'respectant', 'article', 'alinéa', 'code', 'procédure', 'pénale', 'très', 'violent', 'méchant', 'égard', 'quand', 'souhaitons', 'déposer', 'plainte', 'fait', 'comprendre', 'voulait', 'prendre', 'manque', 'professionnalisme', 'énorme', 'recommande', 'commissariat']",Négatif,très violent prendre plainte
Commissariat de Police d'Écully,"Bonjour messieurs
Je voudrais que vous veniez voir le bruit qui se passe aux 74 rue de la sauvegarde 69130ecully j'ai une voisine qui fait du bruit du matin jusqu'aux soir et …","2 Chem. du Chancelier, 69130 Écully",il y a 6 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['bonjour', 'messieurs', 'voudrais', 'veniez', 'voir', 'bruit', 'passe', 'rue', 'sauvegarde', 'ecully', 'voisine', 'fait', 'bruit', 'matin', 'jusqu', 'soir']",Négatif,bruit bonjour messieurs voudrais
Commissariat de Police d'Écully,"Venue pour valider une procuration, j'ai été très mal reçue et accueilli...j'ai failli repartir. Très mauvais accueil.","2 Chem. du Chancelier, 69130 Écully",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['venue', 'valider', 'procuration', 'très', 'mal', 'reçue', 'accueilli', 'failli', 'repartir', 'très', 'mauvais', 'accueil']",Négatif,très venue valider procuration
Commissariat de Police d'Écully,"J’ai fait une pre plainte en ligne je n’ai pas pu honorer le rendez-vous j’appelle pour savoir si je peux prendre un autre rendez-vous, si possible, le monsieur me raccroches au nez il m’a carrément insulté, je suis outré que ce genre de personne exerce il s’est montrée très insultant à mon égard","2 Chem. du Chancelier, 69130 Écully",il y a 2 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['fait', 'pre', 'plainte', 'ligne', 'pu', 'honorer', 'rendez', 'appelle', 'savoir', 'si', 'peux', 'prendre', 'autre', 'rendez', 'si', 'possible', 'monsieur', 'raccroches', 'nez', 'carrément', 'insulté', 'outré', 'genre', 'personne', 'exerce', 'montrée', 'très', 'insultant', 'égard']",Négatif,rendez si fait pre
Commissariat de Police d'Écully,Ne vous précipitez pas ! ! Le poste de police n'est pas ouvert 24 heures sur 24. Je suis vraiment san …,"2 Chem. du Chancelier, 69130 Écully",il y a 5 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['précipitez', 'poste', 'police', 'ouvert', 'heures', 'vraiment', 'san']",Négatif,précipitez poste police ouvert
Police,Il est intolérable de ne pas pouvoir déposer une plainte dans un commissariat en France. On ne m’a pas permis de porter plainte pour vole parce que « j’ai pas plus de 5 minutes à consacrer » alors qu’il n’y avait personne.,"23 Rue des Liondards, 63000 Clermont-Ferrand",il y a 1 an, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['intolérable', 'pouvoir', 'déposer', 'plainte', 'commissariat', 'france', 'permis', 'porter', 'plainte', 'vole', 'parce', 'plus', 'minutes', 'consacrer', 'alors', 'personne']",Négatif,plainte intolérable pouvoir déposer
Police,"Habituellement bien reçu pour les procurations mais pas ce matin.
Aucun bonjour et politesse oubliée à la maison!","23 Rue des Liondards, 63000 Clermont-Ferrand",il y a 2 ans, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['habituellement', 'reçu', 'procurations', 'matin', 'aucun', 'bonjour', 'politesse', 'oubliée', 'maison']",Négatif,habituellement reçu procurations matin
Commissariat de Police de Lyon 9ème arrondissement,Tu appel en tant que victime car une voiture ta foncé dedans par un mec bourré au niveau des voitures garé sur la chaussée et la police laisse repartir le mec comme si de rien et se retourne contre vous à mon avis il doivent pas sortir d'Harvard. Au passage vous servez strictement à rien du tout,"29 – 31 Rue Berjon, 69009 Lyon",il y a 2 semaines, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['appel', 'tant', 'victime', 'car', 'voiture', 'foncé', 'dedans', 'mec', 'bourré', 'niveau', 'voitures', 'garé', 'chaussée', 'police', 'laisse', 'repartir', 'mec', 'comme', 'si', 'rien', 'retourne', 'contre', 'avis', 'doivent', 'sortir', 'harvard', 'passage', 'servez', 'strictement', 'rien']",Négatif,voiture mec rien appel
Commissariat de Police de Lyon 9ème arrondissement,"Refuse de prendre mon dépôt de plainte  sans aucune justifications valables

( trop d’attente alors qu’ils sont ouverts 24/24h et que j’ai proposé d’attendre …","29 – 31 Rue Berjon, 69009 Lyon",il y a 3 semaines, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['refuse', 'prendre', 'dépôt', 'plainte', 'sans', 'aucune', 'justifications', 'valables', 'trop', 'attente', 'alors', 'ouverts', 'proposé', 'attendre']",Négatif,refuse prendre dépôt plainte
Commissariat de Police de Lyon 9ème arrondissement,"0 étoile n'est pas possible mais la ça mérite même -5 étoiles
Ce commissariat est une honte, après avoir effectué une pré-plainte en septembre 2022 il m'a été impossible de terminer la procédure qui est simplement la …","29 – 31 Rue Berjon, 69009 Lyon",il y a 4 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['étoile', 'possible', 'ça', 'mérite', 'étoiles', 'commissariat', 'honte', 'après', 'avoir', 'effectué', 'pré', 'plainte', 'septembre', 'impossible', 'terminer', 'procédure', 'simplement']",Négatif,étoile possible ça mérite
Commissariat de Police de Lyon 9ème arrondissement,"Pour tout ce qui est plainte quelque soit la nature passé votre chemin. Ils ne prennent le temps d'écouter ce que vous avez à dire, la dame et le monsieur se font passé pour les dieux du code pénal et civil. c'est vraiment écœurant.","29 – 31 Rue Berjon, 69009 Lyon",il y a 4 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['plainte', 'quelque', 'nature', 'passé', 'chemin', 'prennent', 'temps', 'écouter', 'dire', 'dame', 'monsieur', 'font', 'passé', 'dieux', 'code', 'pénal', 'civil', 'vraiment', 'écœurant']",Négatif,passé plainte quelque nature
Commissariat de Police de Lyon 9ème arrondissement,"Un commissariat avec aucune once d'humanité. A quoi ça sert de faire ce métier si vous ne voulez pas aider les gens ?
Vous me degoutez j'ai envi de vous insulter tellement vous ne servez à rien mais contrairement à vous j'ai un minimum de respect !","29 – 31 Rue Berjon, 69009 Lyon",il y a 4 mois, Auvergne-Rhône-Alpes,45.2968119,4.6604809,"['commissariat', 'aucune', 'humanité', 'quoi', 'ça', 'sert', 'faire', 'métier', 'si', 'voulez', 'aider', 'gens', 'degoutez', 'envi', 'insulter', 'tellement', 'servez', 'rien', 'contrairement', 'minimum', 'respect']",Négatif,commissariat aucune humanité quoi
